Region,Col1,Contents,Date,Joy_count,Peace_count,sentiment
Riyadh,عبدالله بن عبدالعزيزالصالح,"@mjharbi من يدير وجه ( قاسم الأسود)؟ لا أحد سوى كلمات محمد بن جبر الحربي.كم أنت مذهل يامحمد.هذه الحكمةالشعريةالبكر،… https://t.co/DrzzSL0phh",22/02/2019 10:19,0,0,Other
Riyadh,M 💮,"""أحاول الإنشغال عنك فأفشل، أتجاهل كل الأحاديث التي تأتي بك فأجدني أحدق في الفراغ وأتخيلك، أهرب منك للأغنيات فأجدك ه… https://t.co/F3dsMBZmDs",22/02/2019 10:19,0,0,Other
Jeddah,lolo,"إسمي 
لولو
مدينة جدة
أرز برياني حااااااااار🌶🌶 https://t.co/zcVUsvdHM8",22/02/2019 10:19,0,0,Other
Al Khobar,Bushra A Al-Andijani,I will be a mother for two ❤️ it's the most beautiful responsibility 😍❤️ https://t.co/xgqe1LiugW,22/02/2019 10:19,0,0,Other
Qatif,zahid,@8Yamhdi @8oi15NBJZPSTxbl شيايفها قبل شوي بالمراية😂😂,22/02/2019 10:19,0,0,Other
Riyadh,احمد خالد,@EPL4News تكفون عاقبوهم,22/02/2019 10:19,0,0,Other
Rafha,عبدالله الشمري,@ralshaer2 @cIS8vJWn9nis8jo @Fahadalhurifi @waw12340000 بالله هذا سؤال اكيد حمار,22/02/2019 10:19,0,0,Other
Safwa,Rajaie,لا امزح احبه في هولندا,22/02/2019 10:19,0,0,Other
Riyadh,سّعد .,"السَلام عليكم ، مسائكم الله بإلخير 💛.",22/02/2019 10:19,0,0,Other
Riyadh,Rأ⋆,"""اللهم صلِ وسلم على نبينا محمد""",22/02/2019 10:19,0,1,Peace
Riyadh,ابو يزيد,@FAHADALRASHED15 @turkey_54 ولا تهون ايها الراشد فانت كذلك من الأسود,22/02/2019 10:19,0,0,Other
Al Baha,مسفر  الغامدي,القناة الرياضية السعودية تساهم في استفزاز الشارع الرياضي وتجاهر بهويتها ووضعت الرأي العام خلف ظهرها اليس بقية الاندية وجمهورها سعوديين,22/02/2019 10:19,0,0,Other
Al Dawadmi,JustSultan,"EA الى وين بالله ؟ وش تبون توصلون له ؟
ما خللااااص الله ياخذكم خوليت ال 90 مايخليني اتنفس شلون هالبطاقه 💔💔

#FIFA19 https://t.co/RMSQRA4rcS",22/02/2019 10:19,0,0,Other
Makkah Al Mukarrama,إدارة تعليم مكة,انتظرونا على الهواء مباشرة على شاشة #قناة_عين 🕣 8:00 الأربعاء 22 / 6 / 1440هـ في مشاركة لطلاب #تعليم_مكة كل من معاذ… https://t.co/vPVdkJhiFv,22/02/2019 10:19,0,0,Other
Ahsa,ُ,هويتك والهوى يضني ):,22/02/2019 10:19,0,0,Other
Tabuk,فـوز,"اللهــــــم في يوم الجمعه 

نسألك بركة العمر، وصحة الجسد، وسعة الرزق، وشهادة عند الموت، ومغفرة بعد الموت، وعفو عند… https://t.co/bkOGndZ3DK",22/02/2019 10:19,0,0,Other
Riyadh,ابراهيم محمد النملة,"من سنن يوم الجمعة : 
 1-الإغتسال 
 2-التطيب 
 3-لبس الجميل 
 4-التسوك 
 5-التبكير إلى المسجد 
 6-قراءة سورة الكهف… https://t.co/eADdsSvPXk",22/02/2019 10:19,0,0,Other
Yanbu,Nouratić,"الاسم: نوراتيتش جاهزة للزواج 
المهر: ٢٨٣٠٠٩٧ الف https://t.co/AufkG5UhIy",22/02/2019 10:19,0,2,Peace
Tabuk,TAHANI 💖💜,@GCDCSaudi تم التسجيل 😍💃🏻 من زمان أنتظر يسووا شي زي كذا,22/02/2019 10:19,0,0,Other
Makkah Al Mukarrama,rashid alrashid🇸🇦,اللهم صلي وسلم على نبينا محمد 🌷,22/02/2019 10:19,0,1,Peace
Al Madinah Al Munawwarah,د. عبد العزيز الرفاعي,من صور بر الوالدين الجميلة https://t.co/VqXpkgOrWY,22/02/2019 10:19,0,0,Other
Al Khobar,سيف المعمري,@mHERsobqSbMclRt صح منطوقك,22/02/2019 10:19,0,0,Other
Kingdom of Saudi Arabia,كسي مولع,"سكس عربي جماعي جديد بكافة الأوضاع | امرأة من اصول عربية



للتوصل شات:https://t.co/VOXOrBznP8
LZ8Hp
#صدري",22/02/2019 10:19,0,0,Other
Asir,ནმἶf 🌹flõwპΓ,"اللهم صلِّ وسلم على نبينا محمد عدد ما ذكره الذاكرون وعدد ما غفل عنه الغافلون
🍃🍃🍃🍃🍃🍃
..

 https://t.co/OsvAVRkoGM",22/02/2019 10:19,0,1,Peace
Riyadh,:,https://t.co/NbqwgvYMmj,22/02/2019 10:19,0,0,Other
Jeddah,SAJA,@AtheelLb لمتى خفيفة؟,22/02/2019 10:19,0,0,Other
Jeddah,شهد✨,يارب عدي دي الايام بسرعة,22/02/2019 10:19,1,0,Joy
Dammam,الدحم,اكيد ادارة تشيلسي مبسوطه الآن,22/02/2019 10:19,0,0,Other
Riyadh,Abdulrhman⁹⁸📿🌌,حسابي مربوط ببرنامج خرا حق احصائيات شلون اشيله قروشه,22/02/2019 10:19,0,0,Other
Riyadh,A.,@shllr_ ههههههههههههههههههههههههههههههههههههههههههههههههههه تفوز,22/02/2019 10:19,0,0,Other
Jeddah,Bulletproof Mjeeed,يبقى واحد من احلى انجازاتي اللاهدفية ف ٢٠١٨ https://t.co/uPVxmm5sE8,22/02/2019 10:19,0,0,Other
Riyadh,شيخه الجديعي,"﷽
﴿إن الله وملائكته يصلون على النَّبِيِّ ياأيهاالذين آَمَنُواصَلُّواعليه وَسَلِّمُوا تَسْلِيمًا﴾
اللهم صلي وسلم على… https://t.co/Db3wExkEbM",22/02/2019 10:19,0,1,Peace
Riyadh,ابوفيصل 💙,@a_a_m511 @AbuSaad9917 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,22/02/2019 10:19,0,0,Other
Makkah Al Mukarrama,vâmos,مساء هذا الجميل 💙 https://t.co/7I1R5nlRew,22/02/2019 10:19,0,0,Other
Makkah Al Mukarrama,فاطمه⚜️.,@nivvan حييّييياتتتي والله ❤️❤️🎈.,22/02/2019 10:19,0,0,Other
Hail,م. د. و٩آخرين,انتبهوا مني https://t.co/UmJgGVa7Ow,22/02/2019 10:19,0,0,Other
Riyadh,ابراهيم محمد النملة,"وزير التعليم :

أوقفوا حفلات التكريم ولا ترهقوا الطلاب والطالبات بالالتزامات المالية ، وابتعدوا عن الشيلات .

⁧ #السعودية ⁩ ⁧ #التعليم ⁩",22/02/2019 10:19,0,0,Other
Dammam,SULTAN  AL OTAIBI,سبحان الله و الحمدلله ولا إله الا الله  #يوم_الجمعه,22/02/2019 10:19,0,1,Peace
Jeddah,محمد اليافعي .,@sah_itti2 ليش النصر لمن صرف المبالغ ذي متى يرز عندهم حمدلله ومرابط ؟ وين احمد موسى الفتره الاخيره ؟ راموس اش صار ع… https://t.co/B5pKWthdSI,22/02/2019 10:19,0,0,Other
Asir,حمدالفاهمي,@abdullah83saraw @Kingazizmhayl يستاهل الأستاذ أحمد خليل وإلى الدكتوراة قريبا إن شاء الله,22/02/2019 10:19,0,0,Other
Riyadh,ناصر المديهش ⚖️ #91,@samarasiri @MalakAbed هل هذا الجين من ضمن هالجينات المكتشف لها علاج https://t.co/VscrXCcE3C,22/02/2019 10:19,0,0,Other
Jeddah,سعود السلمي,@Oohh_A ناصر مستلمني كل يوم 😕,22/02/2019 10:19,0,0,Other
Ahsa,ام عبدالله,https://t.co/VnbhhhZBS1,22/02/2019 10:19,0,0,Other
Jeddah,يوسف,https://t.co/acuZ2M1oUy,22/02/2019 10:19,0,0,Other
Riyadh,hatash.alotaibi@,إلى حنا ليش ندرسهم اصلاََ مالهم علينا لاحق ق ولا واجبات https://t.co/ib7HvHWZev,22/02/2019 10:19,0,0,Other
Jeddah,آخر الليل,"@AlarabyTV @amanie_geha والله هزلت .. وحده مثلك تتكلم عن السعوديه .. لو نروح بلدك يمكن نلاقي 
اهلك .. كلهم "" جرارين… https://t.co/QRisqIue3x",22/02/2019 10:19,0,0,Other
Hafr Al Batin,رجاء الحربي,اطال الله عمرك و عزك في شانك https://t.co/yUOo7G4lv8,22/02/2019 10:19,0,0,Other
Riyadh,Ahmed.,اللهم صل وسلم على حبيبي محمد ♥️,22/02/2019 10:19,0,1,Peace
Jazan,GEORGIOS K,@serkot65 Καλά. Την άλλη φορά σταματα σε κάνα στέκι νέων ν ακούσεις τι θα σου πουνε για το σάπιο κατεστημένο που κυ… https://t.co/PIn72752oz,22/02/2019 10:19,0,0,Other
Riyadh,مـجـد س. الـعـقـيّل,"تُصلي عليه صلاةً واحدة فيُثني عليك الله بها عشراً

اللهم صلِّ وسلم على نبينا محمد وعلى آله وصحبه أجمعين ❤️
#يوم_الجمعه",22/02/2019 10:19,0,1,Peace
Riyadh,A.,@_aii41 حسبي الله عليك شكلك ما صليت الجمعه يبن الكلب ههههههههههههههههههههههههههههههههههههههههههههههههههه,22/02/2019 10:19,0,0,Other
Riyadh,اببي,@Roexlala @D7E9_ تعال دسكورد و اعلمك,22/02/2019 10:19,0,0,Other
Al Khobar,Aoao💙,#يوم_الجمعة https://t.co/hH12NhpKuq,22/02/2019 10:19,0,0,Other
Riyadh,أحمد سعود,@VAGABONDU2 https://t.co/8SRPEW4bx6,22/02/2019 10:19,0,0,Other
Riyadh,رغد الزّبن.,@HayaGh_ شارع المتنبي بالملز - اسواق مكه,22/02/2019 10:18,0,0,Other
Riyadh,21/03/2019 0:00,"الا على طاري مبس ما تحسون اغنية انت ملك راكبة عليه اكثر من ابوه ؟ 
انت ملك من قبل لا تصبح ملك !",22/02/2019 10:18,0,0,Other
Riyadh,سارية الليل,اجتهد في عصر هذا اليوم وأظهر افتقارك وتضرعك لمولاك.. (cont) https://t.co/GwULUquAeh,22/02/2019 10:18,0,0,Other
Al Kharj,ak,"@00sh_ali @DrLalibrahim غير صحيح 
كل جمعة خطبة لها موضوع ولها هدف ، وفي كل خطبة تبدأ بالحمد والثناء لله ثم الصلاة ع… https://t.co/AlvQBTdlvY",22/02/2019 10:18,0,0,Other
Makkah Al Mukarrama,Al Anoud🕊,أكثر فتره اتمنى تعدي بخيرها وشرها بس تعدي.,22/02/2019 10:18,0,1,Peace
Dammam,الدحم,🙂🙂🙂🙂🙂🙂🙂 https://t.co/LDMfMz6rv6,22/02/2019 10:18,0,0,Other
Jeddah,عبدالرحمن السهيمي,#يوم_الجمعه https://t.co/UqtH7qqOoo,22/02/2019 10:18,0,0,Other
Tabuk,فـوز,اللـهم اكتب لنا نصيب فـ المغفره والرحمه واستجابه الدعاء اللهم أشفي مرضانا ومرضا المسلمين    و ارحم موتنا وموتى المس… https://t.co/Y9vjYf1Ztf,22/02/2019 10:18,0,3,Peace
Kingdom of Saudi Arabia,حمود العنزي,اللهم صل وسلم وبارك على نبينا محمد ♥️ #يوم_الجمعه,22/02/2019 10:18,0,1,Peace
Makkah Al Mukarrama,radi otaibi,@Sultan43485145 @Ha2936 احسنت اسأل الله ان يغفر لنا وله .,22/02/2019 10:18,0,0,Other
Riyadh,ٰ,"يعني حتى ما اظن ان جملة""اللي يحبك بيسحملك بكل مافيك""صح دايماً ، الانسان حتى بعلاقاته طاقته تخلص ومشاعره ممكن تنفجر… https://t.co/jnnA1KNPBv",22/02/2019 10:18,0,0,Other
Taif,yousef💕,@Cometomypage 👍🏻,22/02/2019 10:18,0,0,Other
Riyadh,عبدالرحمن الرميان,"أنا سيدي عندي طبيب ويعالجني بدواه 

قلبي تولع بالحبيب سيدي رسول الله 

زيدوا الصلاة على الرسول 

يا دارة الأحباب..… https://t.co/3eiJVIF84q",22/02/2019 10:18,0,0,Other
Makkah Al Mukarrama,عبد القادرالجومان,"*لو علِم الناس فضل الصلاة على النبي ﷺ لما كفّت ألسنتهم عنها كل حين.*
                 *اللَّهُمّے صَــلٌ علَےَ مُح… https://t.co/DP3bBroiHL",22/02/2019 10:18,0,0,Other
Riyadh,σmaя Alansaяi,ظنك 😂 #نحيفات https://t.co/Rfog2Xx1qC,22/02/2019 10:18,0,0,Other
Taif,𝐒𝐀𝐋𝐋𝐘  𝐍𝐀𝐆𝐀𝐒𝐇 ⅌.,@iahlam13_ سعيدة جِدًا بوجودك ❤️❤️.,22/02/2019 10:18,1,0,Joy
Hail,Khalid Almulaihan,https://t.co/HyCU9YT69s https://t.co/twrVc8G2UF,22/02/2019 10:18,0,0,Other
Makkah Al Mukarrama,عمر نيستا13,باقي الستي وليفربول 😂 https://t.co/eHf7U9xAdV,22/02/2019 10:18,0,0,Other
Jeddah,Faisal ♍️,"خلي كل همك ف الحياة كيف تنبسط وتضحك 
هرجة انك تتعلق بماضيك وحركات حياة الفهد بطلها ✅",22/02/2019 10:18,1,0,Joy
Buraydah,نويصر 🎵,https://t.co/1y2YzElWz8,22/02/2019 10:18,0,0,Other
Riyadh,𝑴𝑰𝑺𝑺𝑰𝑶𝑵 𝑭𝑨𝑰𝑳𝑬𝑫 🐓,"اذا توقعت صاحبك              وبعدها قالك 
مستمتع لسالفتك               سالفتك لبيع ؟ https://t.co/bIm0TFcnyk",22/02/2019 10:18,0,0,Other
Jeddah,ابو سديم,اللهم صل وسلم على نبينا محمد وعلى آله وصحبه أجمعين ❤,22/02/2019 10:18,0,1,Peace
Jeddah,Zsairyl🌷,https://t.co/xZURtJTBAX,22/02/2019 10:18,0,0,Other
Riyadh,Reema Al-khaldi,"لا تزعّلني  وتحكم   عليّ   اني  زعول 
وانت تدري مستحيل ازعل الا من بلا

والعذر في بعض الاحيان مايلقى قبول 
في وسع ص… https://t.co/92jPzYS2DG",22/02/2019 10:18,0,0,Other
Makkah Al Mukarrama,رايد الهذلي,اللهم صل وسلم على نبينا محمد وعلى آله وصحبه وسلم,22/02/2019 10:18,0,1,Peace
Riyadh,سارية الليل,"فصلاة العبد على الرسول هي ثناء على الرسول ﷺ وإرادة من اللَّه أن يُعليَ ذكره، ويزيده تعظيماً وتشريفاً والجزاء
من جنس… https://t.co/dQ5H5NYfIo",22/02/2019 10:18,0,0,Other
Khamis Mushait,alwsam 💚 royal  💚,@Siindbad89 @khaledbabtain @Sultan1391M مازلت بقايا اذا صرت كامل رددت عليك,22/02/2019 10:18,0,0,Other
قاعة شهاليل,‏た,@myouinaj ابي رقم ابوها لاني بتقدملها على سنة الله ورسوله,22/02/2019 10:18,0,0,Other
Dammam,#Ettifaq,صلينا ولا جديد مع الاخوان الي مايفهم كوره غيرهم ..,22/02/2019 10:18,0,0,Other
Sakaka,غازي الخالدي,#غرد_تغريده_صلاه_عالنبي.                      صلو على النبي المأمون فالصلاةعليه قرة العيون وأغلى من اللؤلؤ المكنون… https://t.co/fWDFcLBn2T,22/02/2019 10:18,0,0,Other
Riyadh,The Dead Immortal,@i3zBalor @EliteMesh @_KOFan ضد مشجعين براين,22/02/2019 10:18,0,0,Other
Riyadh,فلوه,اللهم صل و سلم على نبينا محمد,22/02/2019 10:18,0,1,Peace
Jeddah,Bulletproof Mjeeed,@path_angell https://t.co/TYKKQSNoL1,22/02/2019 10:18,0,0,Other
Dammam,بهلوله,"يابنات الOSPE تافه           رسايل قروب 
لاتخافون مابيضيعكم            OSPE  : 700 
غير التوتر https://t.co/sPFaTL0xUe",22/02/2019 10:18,0,0,Other
Riyadh,سميح بامسلي,https://t.co/cUe5iAzqkb,22/02/2019 10:18,0,0,Other
Riyadh,Mohamed Elarja,"من فتره طويله ما سافرت لوحدي بالسياره 
😍😍 https://t.co/KUxRham3JJ",22/02/2019 10:18,0,0,Other
Asir,فلسـفةٰ عـاشقًـ 💜,"من لزم الصلاة على النبي كُفي همّه
وغُفر ذنبه - اللهم صلِّ وسلّم عليه✨♥️.",22/02/2019 10:18,0,0,Other
Qatif,zahid,@8oi15NBJZPSTxbl @8Yamhdi خدري,22/02/2019 10:18,0,0,Other
Riyadh,نواف البقمي .,"﴿إن الله وملائكته يصلّون على النبي
يا أيها الّذين آمنوا صلّوا عليه وسلّموا تسليما﴾

اللهُمّ صَلِّ وسلّم و بارك على نبينا محمّد❤",22/02/2019 10:18,0,2,Peace
Al Madinah Al Munawwarah,خالد هادي,يستاهل ابويزيد https://t.co/BFYsA0WZfd,22/02/2019 10:18,0,0,Other
Makkah Al Mukarrama,RAZ Turkistani 🍯.,@itz_aii @Rgd_9999 @Rwyena3 نمت وصحيت وانتو ماخلصتو نقاشكم 😂😂😂😂😂,22/02/2019 10:18,0,0,Other
Jouf,حساب الكواكبه الرسمي,مطلوب تبرع دم -o بمستشفى الملك عبدالعزيز التخصصي في سكاكا باسم / ذيبه لافي الرويلي,22/02/2019 10:18,0,0,Other
Dammam,kkk,@lbabygirl7 نعمممم نسعى لإرضائكم 🙏🏾,22/02/2019 10:18,0,0,Other
Riyadh,سارية الليل,"﴿إن ربي لطيفٌ لما يشاء﴾: 
 لو فرج الله عن يوسف في أول ابتلائه، لما آلت إليه خزائن مصر! 
 قد يطول البلاء ليعظم العطا… https://t.co/9lqKFdYcWS",22/02/2019 10:18,0,1,Peace
Dammam,الفقير إلى الله,@ALNASSER_CLUB_ @AmaB52 واحد يطق الابهر وهذا يكشف عن اللوز بس ماله الامرابط يربطة في العارضة.,22/02/2019 10:18,0,0,Other
Makkah Al Mukarrama,عمر,الاجواء اسطوريه❤️❤️,22/02/2019 10:18,0,0,Other
Riyadh,نواف البقمي .,تقبل الله منا ومنكم صالح الأعممال .🌹,22/02/2019 10:18,0,0,Other
Makkah Al Mukarrama,عمران العمودي,@5qzT84D0LgMphAS @Ask_makkah_ حساب انستقرام,22/02/2019 10:18,0,0,Other
Jeddah,عزوز,@nj_x07 @q_im14 اضحكي اضحكي يا قمر هههههههه🤣🤣🤣,22/02/2019 10:18,0,0,Other
Riyadh,إبراهيم.,@BafGomis @SNIPERHX @Alhilal_EN @Alhilal_FC What a beautiful smile 💙,22/02/2019 10:18,0,0,Other
Riyadh,يوسف بازرعه|Yousef 🍃,"شكرا على تفاعلكم الرهيب ⁦❤️⁩

ملاحظة: كذا شخص تواصل معي على أساس أرسله الملف، الملف في نفس الرابط المرفق، لكن حطيت… https://t.co/nKGA0nNKQS",22/02/2019 10:18,0,0,Other
Jeddah,عبدالله علي 🎓,اللهم صلي وسلم على سيدنا محمد ♥️.,22/02/2019 10:18,0,1,Peace
Riyadh,الزعيم وخضوع السابعة,@SirBlue15 ملاحظة وقراءة قوية وهذا ما ينقصه الهلال تكتيك وليس عناصر,22/02/2019 10:18,0,0,Other
Riyadh,مها المحيميد 🇸🇦,@Factswd 😂😂😂😂😂😂 مسكيييين شين,22/02/2019 10:18,0,0,Other
Jeddah,Zakia Rajab,@EdyCohen رد يكوهين ياصهيونى  على اللى بعتوه ااناس وعلى صور وكستكم وهزيمتكم..ولا خرست دلوقت .اخرسك الله..,22/02/2019 10:18,0,0,Other
Riyadh,Latifa altammami,"- سقى الله مَبسم جدتي     
 بـ لذّة الجنّه 💞 

#نوره_ناصر_العمران",22/02/2019 10:18,0,2,Peace
Riyadh,Muna AbuSulayman منى,Stunning https://t.co/EQEXK2ifpJ,22/02/2019 10:18,0,0,Other
Zulfi,Qweftyuiop,"@hRyRI4qgsO1pDRv الكويتية

اللهم صلي على النبي محمدوسلم🌹🌹🌹",22/02/2019 10:18,0,1,Peace
Asir,صمت,https://t.co/3GwLIwwRAL,22/02/2019 10:18,0,0,Other
Riyadh,متـَྀ࿆͟ـــعب,#يوم_الجمعه https://t.co/HC4rm5vciW,22/02/2019 10:18,0,0,Other
Riyadh,Abdulaziz_18,@iNaS_9 انا اقول بما انها خربانه يجربونه رئيس,22/02/2019 10:18,0,0,Other
Jeddah,faiz bin saif,@Na3ima1995 @ghathami انتي متأكدة انك سليلة بني أمية!!!...اكبر عدد من الثورات بعهد من تدعين انك حفيتدهم,22/02/2019 10:18,0,0,Other
Jeddah,kalboush,@i_honey7 مدري ذم ولا مدح في تعليقي 😕,22/02/2019 10:18,0,0,Other
Riyadh,د. هيفاء الراشد,"صلو على من جلس على ركبتيه يواسي طفلا مات عصفوره..
صلو على من اختصر الحب بقوله""لا تلوموني في عائشة""
صلو على من زار ي… https://t.co/56dfGUJzOY",22/02/2019 10:18,0,0,Other
Riyadh,ضيف الله الثبيتي,"أفضل القلوب :
قلب لا ينسى من يحب 
وأفضل الناس :
 شخص لا ينساك مع الأيام 
وأفضل العطاء :
 دعاءً يُرفعُ لك وأنت لا تع… https://t.co/QyzLxyNAzx",22/02/2019 10:18,0,0,Other
Jazan,فَـلك.,يارب اعيش شعور الصدمه الحلوه.,22/02/2019 10:18,0,0,Other
Shaqra,Xabisco.,من زمان اقول من وين لهم كل هالمواهب اللي متوزعة اعارات في البريميرليغ https://t.co/3hfjLQuD87,22/02/2019 10:18,0,0,Other
Tubarjal,ابوبدرمنصورالشرعي الشراري,@m_aldoaini صح لسانك مدد بلاعدد يابو وليد وصح لسان الجمييع💐🌹✋🏻,22/02/2019 10:18,0,0,Other
Ahsa,فوزي الجمعان بوصهيب,"لنحقق معادلة جودة معلمي ومعلمي التربية الخاصة أقترح ما يلي 
١-عندالإلتحاق بالتخصص تكون السنة التحضيرية مشمولةً بساع… https://t.co/VsTHBW9CmG",22/02/2019 10:18,0,0,Other
Riyadh,مبارك MBS 🇸🇦,@hanisunitan @Ahmadbinnaqi العنود نسيتها يامال فرقا العين ..😢💔,22/02/2019 10:18,0,0,Other
Riyadh,ابوفارس العنزي🇸🇦🇸🇦🇸🇦MBS,@tkhelaiwi ياوجه استح 😡,22/02/2019 10:18,0,0,Other
Riyadh,خالد بن شمروخ,@UsufHussein بعيداً عن المحتوى الذي تم طرحه .. الناقد قبل هذا و ذاك يفتقد الاحترام والاخلاق .. فالنقد اسمى من كونه… https://t.co/1z2JJ7gJ5u,22/02/2019 10:18,0,0,Other
Riyadh,-,"#وجد_التلا اذا مريتُو من هُنا ادعوا لـ ""وجد التلا "" اللهم أرحمها وأغفرلـها وَ تجاوز عنها وإدخلها يالله برحمتك ، وأج… https://t.co/AB1RP9bVZ9",22/02/2019 10:18,0,0,Other
Taif,فهد,@ittihad اللهم صل وسلم عليه .. اللهم طولك ياروح وجيبك ياساعة البال على مدربكم السباك ولاعبيكم الخدم 😭,22/02/2019 10:18,0,1,Peace
Riyadh,قمر العيسى,أنا أعمق من تلك الصورة التي في مخيِّلتك لي,22/02/2019 10:18,0,0,Other
Riyadh,محمد النداوي,@sqwer1972 @khalid_aljuwair @khalafmelfi @MOISaudiArabia المواطن يعاني من جهله بالخدمات المتوفرة او عدم الثقة الغير… https://t.co/qyDbcYgQzK,22/02/2019 10:17,0,0,Other
Riyadh,Reema Al-khaldi,"خاطري سامح من الحب ياللي تعذلون
جزت من طرد الهوى بعد حب الأولين

من صواديف الليالي وخيبات الظنون
راحت عزوم الهواوي… https://t.co/2Xc1h3xrRX",22/02/2019 10:17,0,0,Other
Riyadh,الغامدي,@HamdAlrashd ترى قابلتم الزعيم المتصدر والهزيمة منه شي طبيعي,22/02/2019 10:17,0,0,Other
Qatif,zahid,@8oi15NBJZPSTxbl @8Yamhdi مدرب الجاي خدريه...عوافي,22/02/2019 10:17,0,0,Other
Jeddah,Shamoil Shabbir,#Suzlon one more week to go to confirm the monthly price action. If sustained even at todays closing for the next w… https://t.co/wzNlnheAoP,22/02/2019 10:17,0,0,Other
Riyadh,Azooz,"@LWOSLALakers It's the dirtiest play I've ever seen since Green and Adams 
Chris Paul is the dirtiest player and he… https://t.co/kJEWxhv9LG",22/02/2019 10:17,0,0,Other
Jubail,mb,"""عرفتيني وكل قصدك تشوفي غيرته مني""",22/02/2019 10:17,0,0,Other
Jeddah,فُےـخٌےـٱمِےـةّ رجَےـلَ,"اللهم أرزقنا حمداً يملأ الميزان 
وشكراً يزيدنا في الإحسان 
وتوبة صادقة تدخلنا بها الجنان

اللهم صلّ و سلم على نبينا… https://t.co/RzJ7TLdqfV",22/02/2019 10:17,0,1,Peace
Al Dulum,عبدالله السليٌم,"هذا هو بن سلمان سورنا العظيم فخرنا وعزنا هيبة وشموخ
#محمد_بن_سلمان_في_الصين https://t.co/k4Bg2X4osq",22/02/2019 10:17,0,1,Peace
Riyadh,فيصل النفيعي 13,"القرار مو من صالح الريال ابدا
لأسباب
أولها راح يصعب الان خروج هازارد الذي اصبح في موقف لايحسد عليه
وثانيا بيل اللي… https://t.co/IMPodwjweR",22/02/2019 10:17,0,0,Other
Al Madinah Al Munawwarah,اقتباسات ندى,"إن مُحمَّداً له في القلبِ حُباً !
فصلّوا عليه كي يزيد الحُبّ حباً ..♥
 #يوم_الجمعه #اقتباسات_ندى",22/02/2019 10:17,0,0,Other
Dhahran,ساره بوبشيت,"اللهمَ في #يوم_الجمعه ، أرزقنا حُلو الحياةِ وخيرَ العطاءِ وسعة الرزقِ وراحةَ البالِ ولباسَ العافية ، وحُسن الخاتمة",22/02/2019 10:17,0,0,Other
Riyadh,رفع هشتاقات ترند بيع تصويت,لااله الاالله  #يوم_الجمعه,22/02/2019 10:17,0,0,Other
Sabya,﮼خساد |🏋🏽‍♂️,@itsalwaysazhar عليكم بالحركه هذي @wjd2235 @iMaramALS,22/02/2019 10:17,0,0,Other
Qassim,Renad,بصيح مدري اشوف تجميعات ولا هاشتاق الحلقه😭,22/02/2019 10:17,0,0,Other
Najran,محمد,كان اكثر دعاء النبي ماهو ؟.                                 #يوم_الجمعة https://t.co/W1YF2UJtqW,22/02/2019 10:17,0,0,Other
Afif,متعب فالح العتيبي,عبيد ابن عبداللة ابن مغيدن العازمي لعتيبي https://t.co/mkYg4bXo0c,22/02/2019 10:17,0,0,Other
Riyadh,Meshael AlAskar,""" أحترم من يلجأ إلى الوِحدة حين يكون بمزاجٍ متعكّر، بدلًا ممن يلجأ إلى تفريغ غضبه في قلوب من حوله .""",22/02/2019 10:17,0,0,Other
Al Madinah Al Munawwarah,#اسباني,امراه تحب رجل الي,22/02/2019 10:17,0,0,Other
Jeddah,Nawaf,حيوحشني الشتاء 🚶🏽‍♂️,22/02/2019 10:17,0,0,Other
Makkah Al Mukarrama,فهَد العطَاويِ,"#يوم_الجمعه؛ صّلوا علىَ خير منْ وَطئ الثّرى
وسّلِمُوا حَتى تَنالوَا المُبتغى..""
""اللهم صلِ وسلم على نبينا مُحمد """,22/02/2019 10:17,0,1,Peace
Riyadh,Mishari,"@chelseaclubnet وصح الوضع سيء لأبعد درجة فيه نقطة ممكن الفريق يستفيد منها ، فرصة هودسون كبيرة جداً ان يكون نجم خلال الموسم الجاي إن شاء الله",22/02/2019 10:17,0,0,Other
Riyadh,abdulrhman abudalli,"@amana940
@RiyadhDevelop",22/02/2019 10:17,0,0,Other
Ahsa,مُ,ترا دعيت لك ..,22/02/2019 10:17,0,0,Other
Jubail Industrial City,الكوتش والمدرب راشد المقبل,"٢٠١٩ اطلقت افتتاحية لبرنامج تدريبي أسميته أسرار التفوق الوظيفي، والإفتتاحية هي
""النجاح ليس صدفة""
ما تم عمله بالفيدي… https://t.co/14qwTjn5QW",22/02/2019 10:17,1,0,Joy
Jeddah,عزوز,@HmdC03 شفت كيف مايبغا يصرف فلوس على نجوم يبغا الرخيص عساس انهم مواهب الحين,22/02/2019 10:17,0,0,Other
Al Madinah Al Munawwarah,عبدالرحمن الجهني ⓭,"مامن صلاة واحدة على النبي 
ترتفع إلى السماء إلا وتهطل بعشر 
فٓـ عجباً لمن بخل ..

-  اللهم صل وسلم على نبينا محمد ✨❤",22/02/2019 10:17,0,1,Peace
Dammam,ahmed almalki,@iFARES_90 @kakaflnal إذا قابلنا الدحيل القطري نبيها كذا,22/02/2019 10:17,0,0,Other
Ahsa,abdulrahman,"دراسه لأعفاء العسكريين السعوديين المشاركين في الحد الجنوبي من اي قروض عقاريه  ،،  جنودنا البواسل يستحقون اكثر من هذ… https://t.co/P0wmFf8puI",22/02/2019 10:17,0,0,Other
